Bin	Contig	GC	Length	Coverage	Lineage	Completeness	Contamination	Strain.heterogeneity
007	k141_17062	43.23529411764706	1020	212.22872999999998	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.90	5.13	0.00
007	k141_3795	32.938297163108125	113998	97.522326	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.90	5.13	0.00
007	k141_3872	48.34156669019055	4251	152.333335	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.90	5.13	0.00
007	k141_3917	39.96627318718381	2965	109.2788655	cellular organisms;Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;	97.90	5.13	0.00
008	k141_15073	41.10207768744354	2214	22.4338665	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_12933	45.766590389016024	1311	17.3428072	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_6453	37.48546173528728	8598	33.692944261250005	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15094	45.05597014925373	1072	36.3655095	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15110	37.23621511232131	1469	4.75018938	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_8669	44.1648317080843	6358	80.93822449999999	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_27	41.7353579175705	11525	120.725454	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15118	37.59899208063355	5556	15.3671851	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_8681	40.481460985058106	3614	39.9621835335	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4343	42.44071609335458	10669	26.09017	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_8691	46.796657381615596	1077	59.84520115	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2214	41.85064935064935	6160	38.8690498	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2220	41.38077085980517	2361	43.841927681	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_12966	42.65402843601896	56548	24.96858	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2234	44.84929416253338	5242	24.613805	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_8723	41.727004558862966	3729	15.201872025	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_8724	44.23587409935533	5274	19.1855965	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17229	39.34027272607034	75607	23.172681999999998	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19455	45.70799706529714	2726	33.4910713	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17230	46.158256880733944	1744	47.952635	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_12993	39.21397379912664	4580	61.942666200000005	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2270	34.60363217065437	17345	14.5305031595	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2285	41.395793499043975	1046	80.525667865	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15146	48.785396004024726	20871	42.35271	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19501	27.19794344473008	1945	12.575208949999999	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_8772	43.71621621621621	5920	25.394108	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2316	46.796875	1280	23.4814164	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4357	45.37602976348658	7526	36.7226838	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_6467	43.75945451671897	88582	27.7788125	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4360	45.197438633938106	1874	30.26247115	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_10890	42.67590317773571	24829	34.1470074028	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13003	40.29126213592233	1030	33.3926125	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2322	38.058551617873654	12980	31.4290335	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17357	46.80073126142596	6564	22.0971315	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4365	41.57259865971705	33575	27.6797	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19581	46.2707182320442	1448	70.018489	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17437	43.32378223495702	1745	30.437617799999998	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17438	41.95865070729054	4595	42.53476	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19595	48.49438202247191	2225	11.945783	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17492	36.51960784313725	1224	23.784915	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2349	42.91287386215865	1538	12.3656345	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4416	35.848138233146756	8218	33.244235	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13021	45.19480519480519	4620	82.9083845	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17509	42.09183673469388	12936	23.868214849999998	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19633	40.65642193132233	5271	7.680531037500001	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19642	40.4292343387471	1724	32.1524775	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19657	42.36320913058073	2979	54.943264150000005	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17548	43.21039396479463	7158	41.37828	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2384	37.86635404454865	1706	27.407455	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_191	46.297872340425535	1175	34.499022999999994	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_198	41.86952288218111	2054	21.80935	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17582	44.8034464189553	1857	32.929115	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_219	42.29126213592233	2575	30.886805499999998	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13050	45.81475978207033	2019	24.44275	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_11039	39.43127962085308	2110	45.22806	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_249	39.75678203928906	13897	35.172802	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_11054	44.09857328145266	1542	59.4331888	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_257	45.86359330596779	6334	22.93175935	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_11077	44.009584664536746	1252	15.265426139999999	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_271	44.07535944471988	2017	18.4124262	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_8856	45.70847602739726	9344	26.102459	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19712	41.7279975467648	13044	26.100357	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13093	43.86721680420105	15996	31.8224165	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2393	34.619328377339144	7802	14.72556127	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_291	40.26974951830443	1557	23.693675	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19735	42.83423531769894	4989	27.488943	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2423	43.42754598474652	11145	24.23297	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17605	44.39112177564487	1667	40.207646649999994	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17617	44.57831325301205	1743	92.3063387	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13153	40.77669902912621	1339	64.32548249999999	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19752	37.6508081038015	4393	15.6494226	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_11123	44.611906556141676	1327	21.668225	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17637	43.03049159925327	3214	49.1861925	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15203	47.941096263976	7334	24.71875	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15205	33.952451708766716	1346	26.76296	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13224	43.08468277143616	3767	68.53524915	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4517	40.88906688025631	2497	6.26523185	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13228	38.18565400843882	1422	5.7448899	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_8880	45.15695067264574	2230	97.346155	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13229	35.66726511071215	1671	33.858645155000005	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_342	38.95599654874892	2318	20.759225999999998	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2424	41.97190041902884	60855	24.013335	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_6510	44.04644754969494	5081	23.756338	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19777	41.190755764304015	37472	23.3640615	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13274	42.32229123533472	5796	17.67127205	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13277	42.54590725178961	3213	27.493634571	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15268	37.7331759149941	8470	26.3143025	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4566	42.101551480959095	1418	50.335176	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13310	44.74940334128878	2514	18.678511	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4596	35.587885570399386	14297	33.0135	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_8923	36.29126668227581	4271	24.960932	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_384	46.86940966010734	11180	26.2299175	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_387	43.22723908216136	1351	40.5370523	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_394	41.23314065510597	1038	38.4572078	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2489	47.24159797083069	1577	27.189208	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2493	42.63803680981595	1956	41.256643725000004	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_404	29.578271831308733	8726	16.39680575	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17681	41.584158415841586	1515	10.671795275000001	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15342	45.40983606557377	2440	41.325765	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15360	47.24770642201835	1090	20.2515965	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19795	42.58835335068519	31889	24.955433	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15363	41.94285714285714	4375	36.6437875	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4648	43.90603722197004	8812	28.2975635	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4652	33.27526132404181	1722	20.52162843	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19834	45.54159186116098	3342	63.210212	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_8959	40.64964851106677	53629	23.296238	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19844	50.114207400639565	2189	63.722901470000004	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_8965	40.877598152424945	2165	56.0910666	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2612	34.73505104521147	4114	27.535822025	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2615	42.986918604651166	2752	78.77536500000001	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_8976	41.9629057187017	2588	25.458163	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17767	41.91707873716241	7887	46.59144425	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17771	45.12119328775637	1609	28.4773825	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4685	49.61165048543689	1030	44.84716	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19890	43.09290953545232	1636	27.92564	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19892	44.22167154764587	4439	27.79913745	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17817	38.99262513729798	6373	24.763136499999998	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17820	44.00737553779963	1627	52.2836815	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_512	44.800000000000004	1750	9.626875	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17833	37.54027926960258	3724	27.253916999999998	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_9071	49.629629629629626	1080	83.32634200000001	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4728	40.99326599326599	5940	18.5636435	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2634	42.930769852169	61895	27.225897	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19992	42.64	1250	27.001818	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13357	43.373493975903614	1577	6.8177997999999995	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_534	44.85013623978202	1835	83.0089055	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_19998	41.089566020313946	8664	30.027777	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_11277	35.27815468113975	5159	30.9258325	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_9207	32.5930764206401	1531	30.5354825	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_6668	41.48913277383258	4647	25.896597	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17905	42.46737841043891	4215	27.661623	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_9246	35.44973544973545	1701	8.40328815	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13385	40.43234587670136	1249	25.858962674999997	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15415	41.45881546241536	23334	25.44106	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15416	44.39389015274618	3077	59.056028500000004	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_6726	54.26781519185592	5108	36.32624263500001	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15424	43.70583616854227	3821	21.852083	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17970	42.32224084271008	20885	26.17772	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15436	44.577777777777776	6750	22.9368935	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_17974	39.01754385964912	1425	21.538038450000002	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15445	35.28327959465684	2171	22.546017239	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2719	43.895747599451305	1458	24.529435099999997	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13450	41.351241351241356	14742	21.5766525	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13455	41.731898238747554	2044	28.825501505	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_20057	43.7037037037037	1080	26.1784945	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_18028	40.49921996879875	6410	24.6651765	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_6803	42.99065420560748	1926	24.178772	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13484	41.18294360385145	3635	66.14203549999999	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4806	39.45355191256831	3660	26.999573	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_11427	46.133886870783606	1927	53.115923	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_6808	39.12040942579157	17781	18.538738184	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_18033	44.48694978451407	20651	29.998975	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2767	40.80572039364564	27131	25.625995	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15466	47.81362007168459	5580	94.03259399999999	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_11455	52.57060101375814	1381	56.2002455	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_6848	39.067357512953365	2895	12.562295	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_18060	37.661715380929564	6261	26.14302	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_20160	41.34615384615385	1040	17.217416425	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4867	41.49157238513045	4331	16.25735401	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_6886	44.639103013314646	2854	42.15107375	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15482	35.77872114619262	7538	13.741675175	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4942	43.46978557504873	4104	22.5653766655	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_20204	44.94817991524991	19587	26.75099	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_13523	46.104667841481906	24401	29.061565	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_6903	45.2286282306163	1006	55.824765	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_20205	42.36657362767487	11823	30.93819	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_9301	43.7314906219151	2026	70.8739391	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_662	44.70416362308254	1369	98.37489199999999	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2823	44.11347517730497	9870	28.3741265	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_9306	32.81691346400753	11683	28.3762685	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_6931	44.63642908567314	1389	42.803870999999994	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15486	44.055136300631446	38958	29.503415	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_18250	44.82383645063071	4598	14.7729313	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_2839	46.86346863468634	1897	20.240125	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_18268	43.67366878358573	2047	22.1536635	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_6988	42.74061990212072	1226	19.66635715	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_18373	47.73139745916515	1102	11.7584038	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15537	32.67481523592951	7036	26.97211725	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_18412	44.77172312223859	2037	29.5741915	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_18431	44.66546112115732	1659	73.312129	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_838	38.11088295687885	7305	24.732145	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_11539	44.949152542372886	1475	23.0618865	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_9514	43.25916230366492	1528	52.443031500000004	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_11559	43.317196379709536	4751	36.5246685	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_9525	46.811945117029865	1239	9.0348945	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15554	42.10045662100457	1095	25.228572	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_902	43.130434782608695	2300	24.851628700000003	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15591	44.47685016405396	5486	23.1597635	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15607	39.6188787945934	9026	26.804305	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_11617	38.537160833661034	2543	63.3965721	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_11632	44.74912485414236	1714	24.0517905	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_15650	36.64772727272727	1760	25.8922365	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
008	k141_4996	44.49054098904746	6026	66.51234000000001	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;;;;	98.08	9.40	0.00
