target_id	1-T2A_S26_L005001.fastq_length	1-T2A_S26_L005001.fastq_eff_length	1-T2A_S26_L005001.fastq_est_counts	1-T2A_S26_L005001.fastq_tpm	2-T2B_S37_L005001.fastq_length	2-T2B_S37_L005001.fastq_eff_length	2-T2B_S37_L005001.fastq_est_counts	2-T2B_S37_L005001.fastq_tpm	3-T2C2_S40_L005001.fastq_length	3-T2C2_S40_L005001.fastq_eff_length	3-T2C2_S40_L005001.fastq_est_counts	3-T2C2_S40_L005001.fastq_tpm	7-T4A_S44_L005001.fastq_length	7-T4A_S44_L005001.fastq_eff_length	7-T4A_S44_L005001.fastq_est_counts	7-T4A_S44_L005001.fastq_tpm	8-T4B_S45_L005001.fastq_length	8-T4B_S45_L005001.fastq_eff_length	8-T4B_S45_L005001.fastq_est_counts	8-T4B_S45_L005001.fastq_tpm	9-T4C_S46_L005001.fastq_length	9-T4C_S46_L005001.fastq_eff_length	9-T4C_S46_L005001.fastq_est_counts	9-T4C_S46_L005001.fastq_tpm	13-T6A_S30_L005001.fastq_length	13-T6A_S30_L005001.fastq_eff_length	13-T6A_S30_L005001.fastq_est_counts	13-T6A_S30_L005001.fastq_tpm	14-T6B2_S31_L005001.fastq_length	14-T6B2_S31_L005001.fastq_eff_length	14-T6B2_S31_L005001.fastq_est_counts	14-T6B2_S31_L005001.fastq_tpm	15-T6C_S32_L005001.fastq_length	15-T6C_S32_L005001.fastq_eff_length	15-T6C_S32_L005001.fastq_est_counts	15-T6C_S32_L005001.fastq_tpm
k141_16651_99912_100542_-	624	231.356	1	0.231793	624	220.848	4	1.84622	624	221.14	2	1.44169	624	241.434	1	0.280573	624	231.962	10	2.37242	624	240.164	7	1.75782	624	244.818	10	3.84537	624	254.991	11	3.60046	624	260.997	7	2.73921
k141_16665_157_380_-	219	68.4754	0	0	219	71.3197	0	0	219	74.3855	0	0	219	75.9845	0	0	219	76.6082	0	0	219	76.4357	2	1.57804	219	70.0514	3	4.03168	219	76.9534	0	0	219	77.6304	1	1.31562
k141_16665_1_96_+	93	13.6086	0	0	93	10.8896	0	0	93	13.206	0	0	93	13.5408	2	10.0054	93	16.1049	0	0	93	17.9612	0	0	93	16.7886	0	0	93	18.3885	0	0	93	18.2549	0	0
k141_16665_498_1820_-	1305	1088.21	0	0	1305	1098.96	0	0	1305	1110.65	0	0	1305	1115.1	0	0	1305	1107.46	0	0	1305	1106.39	0	0	1305	1095.21	0	0	1305	1115.76	0	0	1305	1119.81	0	0
k141_1668_10202_11686_-	1482	1535.22	48.5	1.69415	1482	1482.03	85	5.84627	1482	1445.21	122.5	13.5118	1482	1600.51	38	1.60832	1482	1582.12	51.5	1.79133	1482	1615.69	37.5	1.39977	1482	1613.06	50	2.91811	1482	1635.9	33.5	1.70915	1482	1707.6	47	2.81108
k141_1668_11716_12651_+	933	757.161	264.5	18.7335	933	733.662	383.5	53.2826	933	741.945	499	107.211	933	793.882	654.5	55.8469	933	770.58	1394	99.5529	933	774.003	875.5	68.2176	933	779.224	564	68.1394	933	796.391	375.5	39.3527	933	819.621	379.5	47.2891
k141_1668_12690_13754_-	1062	729.694	274.601	20.181	1062	710.715	444.786	63.7928	1062	708.175	551.178	124.068	1062	744.501	609.911	55.4941	1062	736.764	626.326	46.7822	1062	752.424	451.498	36.189	1062	778.397	786.114	95.0749	1062	800.97	826.075	86.0784	1062	818.919	811.956	101.264
k141_1668_13824_17230_+	3402	3572.94	342.324	5.13799	3402	3412.63	407.702	12.1778	3402	3333.1	593.662	28.3924	3402	3722.65	451.223	8.21079	3402	3648.63	809.806	12.2141	3402	3688.25	590.919	9.66252	3402	3653.78	382.406	9.8529	3402	3664.89	166.849	3.79973	3402	3839.62	257.483	6.84894
k141_1668_17311_18389_+	1074	840.394	245.476	15.6642	1074	825.686	442.788	54.6634	1074	823.941	336.897	65.1794	1074	905.943	231.435	17.3051	1074	877.333	305.313	19.1509	1074	880.135	153.793	10.5383	1074	849.501	155.265	17.2064	1074	874.396	264.617	25.2581	1074	905.089	187.195	21.1235
k141_1668_18393_20348_+	1953	1528.05	232.5	8.15957	1953	1469.94	489	33.9098	1953	1448.44	517	56.8984	1953	1611.96	219	9.20314	1953	1571.47	377	13.2021	1953	1571.65	271	10.3991	1953	1599.26	215	12.6562	1953	1613.4	152	7.86309	1953	1653.37	223.5	13.8061
k141_1668_1_4903_+	4887	4844.63	1340.29	14.8361	4887	4662.16	1930.25	42.203	4887	4508.7	2110.1	74.6039	4887	4941.62	823.123	11.2834	4887	4821.84	1520.09	17.3486	4887	4845.43	1157.46	14.4065	4887	4803.02	783.729	15.3615	4887	4838.41	450.08	7.76389	4887	4959.53	615.241	12.6697
k141_1668_20478_22083_+	1602	1415.26	75.9637	2.8784	1602	1376.7	39.8052	2.94723	1602	1372.12	30.0826	3.49489	1602	1469.31	45.3876	2.09252	1602	1441.9	70.2909	2.68271	1602	1452.9	65.8037	2.73147	1602	1441.81	55.0399	3.59378	1602	1459.94	48.4641	2.77062	1602	1522.03	67.7934	4.54911
k141_1668_22099_24567_+	2460	2399.58	1439.31	32.1663	2460	2267.45	1893.69	85.1305	2460	2207.99	1796.7	129.715	2460	2565.14	318.127	8.40107	2460	2492.63	737.235	16.2763	2460	2507.79	467.503	11.2429	2460	2529.63	301.002	11.2019	2460	2675.1	105.002	3.27605	2460	2686.77	156.936	5.96561
k141_1668_24585_24941_+	354	161.376	141.668	47.0778	354	171.336	159.091	94.648	354	177.861	215.383	193.038	354	177.164	105.227	40.2345	354	178.342	240.193	74.1165	354	176.166	142.952	48.9385	354	167.777	111.242	62.4193	354	180.534	116.151	53.6979	354	176.151	123.049	71.3435
k141_1668_24944_28576_+	3624	3817.29	423.904	5.95517	3624	3622.46	648.015	18.2346	3624	3521.86	616.905	27.9226	3624	4008.87	125.849	2.12654	3624	3917.34	202.334	2.8424	3624	3955.38	186.928	2.85016	3624	3912.09	104.23	2.50821	3624	4079.25	123.721	2.53137	3624	4162.71	149.397	3.66545
k141_1668_28660_32786_+	4119	4385.78	2123.61	25.9663	4119	4164.06	3553.72	86.9924	4119	4070.67	4463.6	174.795	4119	4513.16	1473.21	22.1121	4119	4401.6	2237.57	27.9752	4119	4424.48	1770.39	24.1318	4119	4357.78	1928.07	41.6522	4119	4370.22	1637.23	31.2678	4119	4514.36	1325.08	29.9783
k141_1668_32808_33269_+	459	211.309	328.455	83.3566	459	238.459	662.029	282.995	459	242.836	511.288	335.631	459	262.349	115.278	29.7655	459	256.633	151.982	32.5902	459	257.395	93.6761	21.9489	459	246.316	119.114	45.5252	459	254.124	29.813	9.79155	459	278.76	35.5537	13.0262
k141_1668_33270_34517_+	1245	1390.7	397.619	15.3326	1245	1346.82	892.765	67.5683	1245	1363.4	1016.27	118.822	1245	1645.04	71.4356	2.94161	1245	1579.01	153.858	5.3622	1245	1595.28	118.417	4.47671	1245	1515.71	194.432	12.0763	1245	1699.24	76.6805	3.76635	1245	1776.31	63.8438	3.67082
k141_1668_34518_43118_+	8583	8766.81	4015.43	24.5625	8583	8456.91	5162.17	62.221	8583	8200.22	5555.91	108.004	8583	8856.09	2140.87	16.3755	8583	8757.29	3154.72	19.8244	8583	8914.92	2353.16	15.9191	8583	8844.1	1599.1	17.0218	8583	8865.51	1250.57	11.7732	8583	9210.06	1458.05	16.1686
k141_1668_43216_52915_-	9678	10243.7	2097.95	10.983	9678	9889.67	2893.06	29.8189	9678	9634.77	2947.82	48.7719	9678	10638.2	604.695	3.85047	9678	10461.3	973.418	5.12059	9678	10617	797.421	4.52969	9678	10476.1	682.465	6.13283	9678	10722.5	516.751	4.02232	9678	11117.1	486.106	4.46583
k141_1668_4959_10180_+	5214	5470.81	2157.24	21.146	5214	5309.31	3663.59	70.3371	5214	5131.73	3961.72	123.064	5214	5718.19	1543.38	18.2835	5214	5574.92	2727.84	26.9271	5214	5594.02	1936.84	20.8811	5214	5482.71	1256.95	21.5827	5214	5576.38	866.932	12.9755	5214	5742.34	1238.32	22.0245
k141_1668_52916_57525_-	4596	4941.22	1181.93	12.8274	4596	4717.98	1859.25	40.1697	4596	4609.74	1570.11	54.2954	4596	5065.74	361.512	4.83421	4596	4950.99	733.451	8.15244	4596	4985.8	722.937	8.74479	4596	4892.68	712.821	13.7156	4596	4896.51	349.958	5.96515	4596	5078	281.37	5.65909
k141_1668_57609_61241_-	3621	3845.49	289.096	4.03155	3621	3655.87	388.985	10.8457	3621	3551.39	590.095	26.487	3621	4036.65	105.151	1.76457	3621	3930.71	265.666	3.71941	3621	3971.75	217.072	3.29613	3621	3945.49	72.7703	1.73634	3621	4109.75	63.2787	1.28509	3621	4193.6	47.2579	1.15093
k141_1668_61244_63826_-	2571	2553.24	1492.5	31.3475	2571	2418.04	2059.2	86.8062	2571	2357.23	1810.62	122.443	2571	2673.23	403.976	10.2368	2571	2612.69	964.067	20.3061	2571	2635.86	703.948	16.1065	2571	2647.33	658.893	23.4308	2571	2772.36	396.944	11.9501	2571	2800.76	508.017	18.5252
k141_1668_63841_65707_-	1857	1625.8	600.565	19.8096	1857	1577.74	473.215	30.573	1857	1569.25	432.216	43.9056	1857	1692.12	168.283	6.73678	1857	1656.7	375.214	12.4636	1857	1673.04	235.793	8.4998	1857	1680.76	267.823	15.0011	1857	1698.58	219.439	10.7825	1857	1754.15	179.205	10.4339
k141_1668_65837_67792_-	1953	1528.05	232.5	8.15957	1953	1469.94	489	33.9098	1953	1448.44	517	56.8984	1953	1611.96	219	9.20314	1953	1571.47	377	13.2021	1953	1571.65	271	10.3991	1953	1599.26	215	12.6562	1953	1613.4	152	7.86309	1953	1653.37	223.5	13.8061
k141_1668_67796_72361_-	4554	4657.83	850.2	9.78858	4554	4472.06	1214.51	27.6827	4554	4380.4	1101.44	40.0828	4554	4848.81	1343.34	18.7671	4554	4759.95	2324.88	26.8786	4554	4797.89	1573.29	19.7761	4554	4759.39	1295.33	25.6218	4554	4767.52	1375.53	24.0808	4554	4982.34	1175.32	24.0927
k141_1668_72461_73495_+	1032	678.946	680.399	53.7416	1032	673.827	882.214	133.457	1032	674.488	1011.82	239.133	1032	716.83	58.0895	5.48942	1032	701.665	591.674	46.4046	1032	714.849	390.502	32.9452	1032	733.686	865.886	111.105	1032	771.781	382.925	41.4106	1032	788.876	99.0437	12.8227
k141_1668_73534_74469_-	933	757.161	264.5	18.7335	933	733.662	383.5	53.2826	933	741.945	499	107.211	933	793.882	654.5	55.8469	933	770.58	1394	99.5529	933	774.003	875.5	68.2176	933	779.224	564	68.1394	933	796.391	375.5	39.3527	933	819.621	379.5	47.2891
k141_1668_74499_75983_+	1482	1535.22	48.5	1.69415	1482	1482.03	85	5.84627	1482	1445.21	122.5	13.5118	1482	1600.51	38	1.60832	1482	1582.12	51.5	1.79133	1482	1615.69	37.5	1.39977	1482	1613.06	50	2.91811	1482	1635.9	33.5	1.70915	1482	1707.6	47	2.81108
k141_1668_76005_81226_-	5211	5453.72	796.454	7.83159	5211	5292.73	856.911	16.5033	5211	5119.08	692.577	21.5668	5211	5699.43	357.664	4.25098	5211	5560.68	375.522	3.71634	5211	5579.84	569.601	6.15648	5211	5470.3	137.657	2.36903	5211	5557.32	233.872	3.51241	5211	5719.04	0.00964088	0.00017217
k141_1668_81353_86184_-	4821	4782.35	191.663	2.14921	4821	4602.65	254.222	5.63017	4821	4453.23	212.813	7.61786	4821	4887.18	71.8773	0.996276	4821	4773.78	153.856	1.77362	4821	4794	115.47	1.45263	4821	4750.26	152.786	3.02795	4821	4787.86	99.8497	1.74059	4821	4909.14	62.3015	1.29615
k141_166_10205_11192_+	984	767.207	0	0	984	905.851	1	0.112528	984	789.655	0	0	984	1047.86	1	0.0646464	984	1007.73	2	0.109218	984	1024.92	3	0.176529	984	774.212	0	0	984	1027.15	6	0.487538	984	1106.96	7	0.645845
k141_166_11528_13069_-	1539	1676.18	60.2489	1.92757	1539	1598.27	89.4146	5.70262	1539	1540.39	156.292	16.174	1539	1781.09	82.4374	3.13534	1539	1715.62	149.507	4.79567	1539	1698.96	120.007	4.25996	1539	1630.67	108	6.23505	1539	1682.21	78.4745	3.8935	1539	1755.73	89.2247	5.19028
k141_166_13242_13740_-	495	278.296	18.4988	3.56467	495	284.492	39.6057	14.1907	495	292.223	52.3873	28.5773	495	312.9	134.342	29.0837	495	310.978	230.982	40.8749	495	308.133	185.516	36.31	495	310.244	307.021	93.1634	495	332.382	283.446	71.1746	495	355.787	274.085	78.6787
k141_166_1_4415_-	4404	4187.21	0	0	4404	5636.38	5	0.0904243	4404	5365.24	2	0.0594226	4404	5775.2	1	0.0117295	4404	5675.58	2	0.0193923	4404	4205.39	0	0	4404	4194.21	0	0	4404	4214.76	0	0	4404	5771.85	1	0.0176949
k141_166_4429_8039_-	3603	5142.34	1	0.0104285	3603	3396.96	0	0	3603	3408.65	0	0	3603	5309.79	1	0.0127576	3603	3405.46	0	0	3603	3404.39	0	0	3603	5202.88	1	0.0180941	3603	3413.76	0	0	3603	3417.81	0	0
k141_166_8046_8723_-	675	458.989	0	0	675	469.728	0	0	675	481.176	0	0	675	485.685	0	0	675	478.219	0	0	675	476.916	0	0	675	466.115	0	0	675	486.199	0	0	675	490.126	0	0
k141_166_8729_9692_-	957	740.207	0	0	957	750.962	0	0	957	762.655	0	0	957	767.103	0	0	957	759.463	0	0	957	758.391	0	0	957	747.212	0	0	957	767.815	0	0	957	771.807	0	0
k141_166_9715_10200_-	483	272.77	0	0	483	284.944	0	0	483	293.762	0	0	483	311.998	1	0.217117	483	292.476	0	0	483	290.541	0	0	483	280.887	0	0	483	298.134	0	0	483	301.143	0	0
k141_16704_1_2708_-	2706	3362.16	5	0.0797506	2706	3214.51	8	0.253683	2706	3282.09	3	0.145707	2706	3666.11	1	0.0184774	2706	3600.31	6	0.0917106	2706	3622.41	4	0.0665955	2706	2496.21	0	0	2706	3747.53	8	0.178171	2706	2520.81	0	0
k141_16704_2869_5899_-	3018	3227.88	9	0.149523	3018	3088.96	6	0.197995	3018	3065.52	2	0.104001	3018	3426.98	6	0.1186	3018	3338.63	5	0.0824158	3018	3366.1	13	0.232916	3018	2808.21	0	0	3018	3475.4	6	0.144091	3018	3619.42	6	0.169307
k141_16704_5962_6471_+	507	295.322	0	0	507	488.3	2	0.417502	507	521.314	2	0.611563	507	572.747	1	0.118272	507	559.634	2	0.196668	507	564.73	3	0.320379	507	549.357	2	0.342734	507	320.924	0	0	507	660.771	1	0.154565
k141_1672_1317_2492_-	1173	956.207	0	0	1173	966.962	0	0	1173	978.655	0	0	1173	983.103	0	0	1173	975.463	0	0	1173	974.391	0	0	1173	963.212	0	0	1173	983.756	0	0	1173	987.807	0	0
k141_1672_1_629_-	624	534.427	4	0.401378	624	533.258	13	2.48497	624	559.114	5	1.42554	624	661.245	5	0.512216	624	613.463	4	0.358823	624	426.506	0	0	624	581.654	3	0.485555	624	653.458	2	0.255449	624	680.129	3	0.450497
k141_1672_663_792_+	126	20.9037	0	0	126	19.3232	0	0	126	21.5849	0	0	126	22.1751	0	0	126	24.1177	0	0	126	28.6993	0	0	126	24.5313	0	0	126	28.5325	0	0	126	28.6369	0	0
k141_1672_801_1290_+	486	275.566	0	0	486	287.74	0	0	486	296.583	0	0	486	300.44	0	0	486	295.244	0	0	486	293.333	0	0	486	283.686	0	0	486	300.975	0	0	486	576.431	1	0.17718
k141_16733_1278_1394_-	114	17.1204	0	0	114	15.4981	0	0	114	17.566	0	0	114	18.2015	0	0	114	20.1393	0	0	114	24.7418	0	0	114	21.5534	0	0	114	24.8913	0	0	114	24.9243	0	0
k141_16733_3_1155_-	1131	914.207	0	0	1131	924.962	0	0	1131	792.842	1	0.201059	1131	1007.87	4	0.268845	1131	993.977	5.22924	0.289515	1131	1055.22	1	0.0571531	1131	1061.5	5	0.443437	1131	1144.82	20	1.45809	1131	1246.35	14.2124	1.16463
k141_16741_10985_14049_+	3057	2840.21	0	0	3057	2850.96	0	0	3057	2862.65	0	0	3057	2867.1	0	0	3057	2859.46	0	0	3057	2858.39	0	0	3057	2847.21	0	0	3057	2867.76	0	0	3057	2871.81	0	0
k141_16741_14118_14507_+	387	188.181	0	0	387	199.356	0	0	387	206.427	0	0	387	209.395	0	0	387	205.898	0	0	387	203.87	0	0	387	195.505	0	0	387	209.355	0	0	387	211.658	0	0
k141_16741_1_3021_+	3015	2798.21	0	0	3015	2808.96	0	0	3015	2820.65	0	0	3015	2825.1	0	0	3015	2817.46	0	0	3015	2816.39	0	0	3015	2805.21	0	0	3015	2825.76	0	0	3015	2829.81	0	0
k141_16741_3147_4400_+	1248	1031.21	0	0	1248	1041.96	0	0	1248	1053.65	0	0	1248	1058.1	0	0	1248	1050.46	0	0	1248	1049.39	0	0	1248	1038.21	0	0	1248	1058.76	0	0	1248	1062.81	0	0
k141_16741_4758_5750_+	990	773.207	0	0	990	783.962	0	0	990	795.655	0	0	990	800.103	0	0	990	792.463	0	0	990	791.391	0	0	990	780.212	0	0	990	800.756	0	0	990	804.807	0	0
k141_16741_5980_7844_+	1860	1643.21	0	0	1860	1653.96	0	0	1860	1665.65	0	0	1860	1670.1	0	0	1860	1662.46	0	0	1860	1661.39	0	0	1860	1650.21	0	0	1860	1670.76	0	0	1860	1674.81	0	0
k141_16741_7857_8909_+	1050	833.207	0	0	1050	843.962	0	0	1050	855.655	0	0	1050	860.103	0	0	1050	852.463	0	0	1050	851.391	0	0	1050	840.212	0	0	1050	860.756	0	0	1050	864.807	0	0
k141_16741_8933_9280_+	342	152.156	0	0	342	161.693	0	0	342	167.798	0	0	342	170.913	0	0	342	168.744	0	0	342	166.368	0	0	342	157.932	0	0	342	170.319	0	0	342	172.182	0	0
k141_16741_9287_10858_+	1569	1352.21	0	0	1569	1362.96	0	0	1569	1374.65	0	0	1569	1379.1	0	0	1569	1371.46	0	0	1569	1370.39	0	0	1569	1359.21	0	0	1569	1379.76	0	0	1569	1383.81	0	0
k141_16744_1727_1828_+	99	14.2611	0	0	99	11.6876	0	0	99	14.29	0	0	99	14.3386	0	0	99	16.7341	0	0	99	19.7056	0	0	99	17.5896	0	0	99	19.9847	0	0	99	20.1685	0	0
k141_16744_1_517_+	513	301.061	0	0	513	312.836	0	0	513	322.57	0	0	513	326.448	0	0	513	320.482	0	0	513	318.928	0	0	513	308.925	0	0	513	326.664	0	0	513	330.132	0	0
k141_16744_2037_3645_+	1605	1388.21	0	0	1605	1398.96	0	0	1605	1410.65	0	0	1605	1415.1	0	0	1605	1407.46	0	0	1605	1406.39	0	0	1605	1395.21	0	0	1605	1415.76	0	0	1605	1419.81	0	0
k141_16744_3723_3857_+	132	23.1204	0	0	132	21.8401	0	0	132	23.8053	0	0	132	24.0377	0	0	132	25.7646	0	0	132	30.1853	0	0	132	25.2845	0	0	132	29.2613	0	0	132	29.6878	0	0
k141_16744_598_1605_-	1005	788.207	0	0	1005	798.962	0	0	1005	810.655	0	0	1005	815.103	0	0	1005	807.463	0	0	1005	806.391	0	0	1005	795.212	0	0	1005	815.756	0	0	1005	819.807	0	0
k141_16750_1363_2769_+	1404	1110.05	58	2.802	1404	1060.98	115	11.0486	1404	1026.39	138	21.4327	1404	1098.56	136	8.38608	1404	1082.42	251.989	12.8113	1404	1103.27	177	9.67551	1404	1089.92	178	15.3746	1404	1074.78	142	11.0271	1404	1091.14	159	14.8826
k141_16750_1_1273_+	1269	1158.32	240.739	11.1456	1269	1116.27	509	46.4798	1269	1116.3	644.976	92.1025	1269	1188.87	101.746	5.79735	1269	1164.45	122.723	5.79985	1269	1157.01	97	5.05612	1269	1170.86	182	14.6335	1269	1141.01	86	6.29073	1269	1205.65	81	6.86162
k141_16750_2965_5328_+	2361	2006.5	17	0.45435	2361	1907.57	76	4.06114	2361	1869.12	85	7.24924	2361	2130.55	85	2.70254	2361	2062.2	159	4.24302	2361	2094.42	92	2.64915	2361	2135.14	136	5.99645	2361	2182.67	96	3.67092	2361	2228.37	70	3.20829
k141_16750_5584_6023_+	438	225.023	4.12045	0.981973	438	233.852	10.6779	4.65437	438	231.857	7.68342	5.28256	438	240.728	2.0159	0.567267	438	237.961	4.02081	0.929859	438	248.995	0	0	438	242.4	6.17375	2.39772	438	245.136	2.06005	0.701396	438	258.376	0	0
k141_16751_153_446_-	291	115.204	0	0	291	121.886	0	0	291	126.501	0	0	291	129.312	0	0	291	128.688	0	0	291	126.486	0	0	291	118.959	0	0	291	128.85	0	0	291	130.417	0	0
k141_16751_2923_3873_-	948	731.207	0	0	948	741.962	0	0	948	753.655	0	0	948	758.103	0	0	948	750.482	0	0	948	749.391	0	0	948	738.212	0	0	948	758.834	0	0	948	762.807	0	0
k141_16751_3901_4803_-	900	683.207	0	0	900	694.035	0	0	900	705.691	0	0	900	710.14	0	0	900	702.5	0	0	900	701.391	0	0	900	690.212	0	0	900	710.853	0	0	900	714.807	0	0
k141_16751_542_2754_-	2205	1988.21	0	0	2205	1998.96	0	0	2205	2010.65	0	0	2205	2015.1	0	0	2205	2007.46	0	0	2205	2006.39	0	0	2205	1995.21	0	0	2205	2015.76	0	0	2205	2019.81	0	0
k141_16752_1195_1290_-	93	13.6086	0	0	93	10.8896	0	0	93	13.206	0	0	93	13.5408	0	0	93	16.1049	0	0	93	17.9612	0	0	93	16.7886	0	0	93	18.3885	0	0	93	18.2549	0	0
k141_16752_1416_1495_-	75	10.4094	0	0	75	9.05525	0	0	75	10.8386	0	0	75	8.93878	0	0	75	10.7595	0	0	75	10.0665	0	0	75	9.38915	0	0	75	9.11571	0	0	75	9.65672	0	0
k141_16752_1_213_-	213	64.868	0	0	213	67.4396	0	0	213	70.3017	0	0	213	71.9345	0	0	213	72.5288	0	0	213	72.5712	0	0	213	66.3298	0.682397	0.968523	213	72.8994	0	0	213	73.5936	0	0
k141_16752_232_452_-	213	64.868	0	0	213	67.4396	0	0	213	70.3017	0	0	213	71.9345	0	0	213	72.5288	0	0	213	72.5712	0	0	213	66.3298	0	0	213	72.8994	0	0	213	73.5936	0	0
k141_16752_481_592_+	108	15.5818	0	0	108	13.6341	0	0	108	15.8431	0	0	108	16.6273	0	0	108	18.5708	0	0	108	22.5648	0	0	108	19.937	0	0	108	22.7798	0	0	108	22.8924	0	0
k141_16756_1053_2093_+	1038	821.207	0	0	1038	831.962	0	0	1038	843.655	0	0	1038	848.103	0	0	1038	840.463	0	0	1038	782.366	3	0.231257	1038	771.971	2	0.243899	1038	811.345	3	0.308608	1038	867.133	2	0.235563
k141_16756_1_313_+	309	127.826	0	0	309	135.434	1	0.752639	309	140.617	0	0	309	143.674	0	0	309	142.439	1.21914	0.471012	309	140.046	0	0	309	132.196	0	0	309	142.995	0	0	309	144.727	0	0
k141_16756_2391_2624_+	231	75.7346	0	0	231	79.3157	0	0	231	82.6564	0	0	231	84.2862	0	0	231	84.8078	0	0	231	84.0372	0	0	231	77.5725	0	0	231	85.0166	0	0	231	85.6871	0	0
k141_16756_362_448_+	84	12.6772	0	0	84	10.3596	0	0	84	12.247	0	0	84	12.6489	0	0	84	14.439	0	0	84	14.4819	0	0	84	14.1441	0	0	84	14.5475	0	0	84	14.9451	1	6.8338
k141_16756_678_827_+	147	29.2537	0	0	147	28.3232	0	0	147	30.6339	0	0	147	29.9135	1	2.26453	147	31.8174	0	0	147	35.3238	0	0	147	29.9638	0	0	147	33.7328	0	0	147	34.3578	0	0
k141_16756_852_1052_+	198	56.1744	0	0	198	57.6339	0	0	198	60.4443	0	0	198	61.7299	1	1.09736	198	62.7074	0	0	198	63.6255	1	0.947878	198	57.4793	5	8.18917	198	63.0691	2	2.6467	198	63.9116	3	4.79407
k141_1676_1_2012_-	2007	1790.21	0	0	2007	1800.96	0	0	2007	1812.65	0	0	2007	1817.1	0	0	2007	1809.46	0	0	2007	1808.39	0	0	2007	1797.21	0	0	2007	1817.76	0	0	2007	1821.81	0	0
k141_1676_2047_3142_-	1089	872.207	0	0	1089	882.962	0	0	1089	894.655	0	0	1089	899.103	0	0	1089	891.463	0	0	1089	890.391	0	0	1089	879.212	0	0	1089	899.756	0	0	1089	903.807	0	0
k141_16799_1_317_-	315	132.131	0	0	315	140.121	0	0	315	145.438	0	0	315	230.57	1	0.293794	315	147.17	0	0	315	144.906	0	0	315	136.74	0	0	315	147.852	0	0	315	149.559	0	0
k141_16799_553_1140_+	585	370.228	0	0	585	627.727	2	0.324769	585	392.335	0	0	585	704.474	1	0.096157	585	389.746	0	0	585	711.831	1	0.084724	585	377.822	0	0	585	397.121	0	0	585	400.808	0	0
k141_16831_1_1429_-	1425	1208.21	0	0	1425	1218.96	0	0	1425	1230.65	0	0	1425	1235.1	0	0	1425	1227.46	0	0	1425	1226.39	0	0	1425	1215.21	0	0	1425	1235.76	0	0	1425	1239.81	0	0
k141_16831_2240_2746_+	504	292.471	0	0	504	304.399	0	0	504	313.89	0	0	504	317.804	0	0	504	311.961	0	0	504	310.325	0	0	504	300.451	0	0	504	318.101	0	0	504	321.339	0	0
k141_16831_2830_4142_+	1308	1091.21	0	0	1308	1101.96	0	0	1308	1113.65	0	0	1308	1118.1	0	0	1308	1110.46	0	0	1308	1109.39	0	0	1308	1098.21	0	0	1308	1118.76	0	0	1308	1122.81	0	0
k141_16831_4194_7043_+	2847	2630.21	0	0	2847	2640.96	0	0	2847	2652.65	0	0	2847	2657.1	0	0	2847	2649.46	0	0	2847	2648.39	0	0	2847	2637.21	0	0	2847	2657.76	0	0	2847	2661.81	0	0
k141_16831_7074_7270_-	192	52.861	0	0	192	53.9655	0	0	192	56.8488	0	0	192	57.6985	0	0	192	58.8758	0	0	192	60.0336	0	0	192	53.9403	0	0	192	59.4034	0	0	192	60.2665	0	0
k141_16846_1820_2016_-	192	52.861	0	0	192	53.9655	0	0	192	56.8488	0	0	192	57.6985	0	0	192	58.8758	0	0	192	60.0336	0	0	192	53.9403	0	0	192	59.4034	0	0	192	60.2665	0	0
k141_16846_1_1451_-	1446	1229.21	0	0	1446	1239.96	0	0	1446	1251.65	0	0	1446	1256.1	0	0	1446	1248.46	0	0	1446	1247.39	0	0	1446	1236.21	0	0	1446	1256.76	0	0	1446	1260.81	0	0
k141_16854_10562_12859_+	2292	2075.21	0	0	2292	2085.96	0	0	2292	2097.65	0	0	2292	2102.1	0	0	2292	2094.46	0	0	2292	2093.39	0	0	2292	2082.21	0	0	2292	2102.76	0	0	2292	2106.81	0	0
k141_16854_12928_13317_+	387	188.181	0	0	387	199.356	0	0	387	206.427	0	0	387	209.395	0	0	387	205.898	0	0	387	203.87	0	0	387	195.505	0	0	387	209.355	0	0	387	211.658	0	0
k141_16854_134_4218_+	4077	3860.21	0	0	4077	3870.96	0	0	4077	3882.65	0	0	4077	3887.1	0	0	4077	3879.46	0	0	4077	3878.39	0	0	4077	3867.21	0	0	4077	3887.76	0	0	4077	3891.81	0	0
k141_16854_4265_5255_-	984	767.207	0	0	984	777.962	0	0	984	789.655	0	0	984	794.103	0	0	984	786.463	0	0	984	785.391	0	0	984	774.212	0	0	984	794.756	0	0	984	798.807	0	0
k141_16854_5289_7410_+	2118	1901.21	0	0	2118	1911.96	0	0	2118	1923.65	0	0	2118	1928.1	0	0	2118	1920.46	0	0	2118	1919.39	0	0	2118	1908.21	0	0	2118	1928.76	0	0	2118	1932.81	0	0
k141_16854_7784_9664_+	1878	1661.21	0	0	1878	1671.96	0	0	1878	1683.65	0	0	1878	1688.1	0	0	1878	1680.46	0	0	1878	1679.39	0	0	1878	1668.21	0	0	1878	1688.76	0	0	1878	1692.81	0	0
k141_16854_9831_10556_+	723	506.556	0	0	723	517.479	0	0	723	528.899	0	0	723	533.43	0	0	723	525.917	0	0	723	524.666	0	0	723	513.608	0	0	723	534.058	0	0	723	538.056	0	0
